web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588178-415","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Photo: rawpixel / Unsplash"
"1584588169-107","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","After a minute, he walked down a scoria path that snaked under the overhanging limbs of a Moreton Bay fig tree and into the gully at the centre of Myers Park."
"1584588178-437","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Prospective employees must first make a standard application, then there’s a phone call, a face-to-face interview, psychometric testing by a qualified third party, a criminal history check, and a credit check."
"1584588169-153","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“My life is in ruins,” he says."
"1584588162-13","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Golf-Papez observed trolls taking over forums by swarming in and deliberately changing the subject. Sometimes things turned nasty. There was one particularly dark live event where a troll, crossing into the realms of cyber bullying, convinced a technophobe to break his computer."
"1584588176-394","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Lee’s study was particularly focused on 1.5 Korean New Zealanders who chose to return to Korea upon entering adulthood. “In New Zealand, some felt they could never become the ‘mainstream’ or a ‘Kiwi’ because of their Asian ethnicity. In Korea, they would experience their bodies ‘disappearing’ being surrounded by their own ethnicity, but still being marked out by the way they dress or speak.”"
"1584588169-120","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","After three months, Cerven’s visa expired, and he returned to Slovakia to begin studying at a business academy. It was there that he met Eva Vyrvova. ‘Evka,’ he called her."
"1584588165-79","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Money thinks the solution to the problem of high remand numbers is to make the courts system more efficient. “I don’t want a knee-jerk reaction of ‘there are so many people in prison, they’re on remand, let’s empty them out’, I want a strategic piece of work that looks at what type of offenders are being held on remand, and why is there such a delay between callovers and court appearances,.” she says. “Let’s start a conversation about how we look after young people who are offending, how do we break that cycle, how do we stop the recidivist criminals, how do we genuinely rehabilitate, how do we get the system back to being efficient.”"
"1584588169-128","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Murray Steedman is dressed in black. Judith is wearing a floral top and has her brown hair cut short. For 30 years, the couple lived in the same home on a suburban street in Glenfield, on Auckland’s North Shore. They’ve moved away from the city now, in an attempt to leave the past behind them."
"1584588165-69","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","According to the Prime Minister’s Chief Science Advisor Sir Peter Gluckman, prisons actually reduce public safety by increasing further criminal behaviour both of individual prisoners and their children, who are five times more likely to go to prison themselves. He also says resources are “overwhelmingly directed to those already in the criminal-justice system, not to the prevention of their getting there”."
"1584588180-458","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","I started getting involved with rival gangs, I got caught up in the wrong crowd, I was fully influenced by the people that were older than me. I wanted to be a gangster. I thought the older people that started doing all of these crimes, I thought it was a way you could get your name out there and you could be cool, you could be a name known around the hood."
"1584588171-329","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The council’s urban development head, Andy Foster, is firmly on the university's side. “Right now we’ve got a big chunk of land, and a large building with parts falling off of it, doing what?” he asks. “We can’t afford to be in this situation, and I just can’t see an alternative beyond demolition. There’s no feasible way it can be kept.”"
"1584588169-217","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Five minutes later, paramedics arrived, just in time to hear Cerven gasp his last breath. He was pronounced dead at 7.57pm."
"1584588171-302","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","“For a start, it was crazy to build a big high-rise on the edge of the city on the edge of a hill. You can fix up anything in this world, but that doesn’t mean it won’t end up looking like a turd covered in glitter.”"
"1584588165-45","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","If no further changes to legislation had been made after 2002, most of the impact of the Act would have been seen by 2008, and prison population growth would have slowed."
"1584588162-7","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","But it would be a stretch to describe Farrier as a vengeful punisher: his online efforts are, arguably, a harmless form of cyberbanter, or trolling, that undoubtedly irks people but presumably doesn’t have them crying themselves to sleep. Indeed, new research out of the University of Canterbury, by PhD student Maja Golf-Papez, has found that many trolls aren’t all bad, and in some ways they even benefit the internet."
"1584588178-447","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","New Zealand Drug Foundation National Youth Services Advisor Ben Birks Ang says the practice has been increasing over the past few years as employers try to protect themselves from risk. However, drug testing detects previous use of drugs, not whether someone is impaired; the THC signature of cannabis, for example, lasts a lot longer than its Friday-night effects."
"1584588169-224","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","A police practice, policy and procedure investigation recommended that the police communications centres have access to live CCTV footage."
"1584588169-201","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Police say Cerven told them he had a gun."
"1584588165-41","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","But it was in the early 2000s that momentum around tougher sentencing really gathered. The year after the referendum initiated by Norm Withers’ petition, a kitchen sink salesman named Mark Lundy bludgeoned his wife and 7-year-old daughter to death, and in December 2001, five months after William Bell was released on parole, he shot three people dead at the Panmure RSA and bashed their bodies with the butt of his shotgun."
"1584588174-348","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","What do you do with a child who falls ill and is never again well enough to return to school? Felicity Monk reports on the illness striking down thousands of New Zealand children and teenagers."
"1584588165-53","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","In February 2012, the Sensible Sentencing Trust launched the ‘Christie’s Law’ campaign, with a petition that demanded changes to the Bail Act. Six months after Marceau was stabbed, her mother Tracey Marceau delivered the 58,000 signature petition to Parliament. It called for legislation to deny violent offenders the right to bail and demanded that judges be held accountable for bailing offenders who went on to commit serious crimes. In May, Justice Minister Judith Collins introduced the Bail Amendment Bill. In a submission on the bill, Tracey Marceau wrote: “Christie was stabbed to death in our home because the law was too weak to allow her to have the right to life.” She requested the amendment be named after her daughter, who she called “New Zealand’s angel”."
"1584588169-204","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","As Peters ducked behind the balcony, Cerven rushed towards police."
"1584588178-440","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","“I can see why a lot of people going through the application process ask ‘Why do I have to put so much effort in before I found out I’m shortlisted before I get the job?’. But from my perspective we want to be so sure of that candidate, because once we put their name on the contract and it doesn’t work out, it’s not just the time and money, it’s all the other resources and energy going in.”"
"1584588169-161","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588174-351","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Teresa took her oldest child, who was the most unwell, to a paediatrician, who ran tests and ruled out a number of illnesses, finally settling on a diagnosis of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS). Within 18 months, her two other children were also diagnosed with ME/CFS. For the following three years, all three were too unwell to attend school."
"1584588178-424","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Ethos Consulting psychometrician Jeff Simpson says there has been an increase in the use of pre-employments tests such as psychometric, personality and cognitive tests; and if they’re done properly they can be very useful. “The problem is that often it’s not done properly.”"
"1584588162-19","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Sometimes trolling can even have unintended positive consequences for the trolled. During the 2016 US election campaign, New Zealand’s Behemoth Brewing Company released a limited edition beer called Dump the Trump. Owner/brewer Andrew Childs remembers the extreme and sudden growth in numbers on the company’s Facebook page when one of its posts was shared to a right-wing page with half a million members: Behemoth began getting one-star reviews from an overwhelming number of white men wearing Donald Trump fan gear. “We had hundreds of people from that group give us one-star reviews, writing crazy comments. But the awesome thing was that when our Kiwi fans heard about it, five times as many came back and gave us five-star reviews. It was pretty awesome for us in the end.” Childs says in a couple of days, Behemoth got more traffic on its social media than it would in years and he would like to thank each and every one of the trolls that trolled him."
"1584588176-389","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","But more are always arriving. An increasing number of immigrants have arrived in New Zealand over the past five years, according to Statistics New Zealand. The largest numbers are coming from Australia and Britain, but people have arrived from over 150 different countries and many are sure to have brought children with them."
"1584588178-423","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","***"
"1584588165-38","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","New Zealand was already in a state of shock when Nan Withers was left for dead by the man wanting cash from her son’s shop’s till. Swedish tourists Urban Höglin and Heidi Paakkonen had been murdered in 1989, and in 1990, 14 people had died in the Aramoana massacre. In 1992, the Dominion reported that the government’s Crime Prevention Action Group was established in response to “a spate of murders … that left New Zealanders horrified and questioning what had happened to a formerly safe and relatively crime-free country”."
"1584588165-63","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Did prison make him want to stop offending? “Yeah, nah,” Taito says. “Once you’re in that environment, that’s it. Your whole being is now in that environment. Is there a chance to get out of it? Of what? To where? For what? Nah, you’re there.”"
"1584588174-369","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Closer to home, 15-year-old Ella*, who has had ME/CFS for two years now following a bout of glandular fever, says she wishes there was more awareness about the condition. “I've never told someone that I have chronic fatigue and they knew what it was. It took over a year to be diagnosed, and the medical appointments were draining and a complete waste of time and money. Doctors always wanted it to be anxiety and wanted to send me to psychologist.” Eventually Ella was referred to Dr Ros Vallings, who “was fantastic”."
"1584588169-103","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","The young Slovakian man limped down the aisle of an Auckland cathedral. It was the evening of August 2, 2015, a Sunday, and dark outside. He had committed three armed robberies and he wanted to confess his sins. Within hours, his body lay lifeless on a damp, grassy slope in a central city park. Had he known he was about to die?"
"1584588169-146","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On June 25, Cerven turned 21. On July 10, a colleague unexpectedly received a Facebook message saying he had argued with Vyrvova, and needed to quit his job to return to the army. Cerven told the colleague he would fly to Seattle to meet a Russian man, then on to Afghanistan to join in the war."
"1584588174-370","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Here in New Zealand, the name Ros Vallings is synonymous with ME/CFS diagnoses and management. There wasn’t a person interviewed for this story who did not mention her name. Considered a leading authority on the illness, the Howick GP has devoted her practice to the disease. She has been studying ME/CFS for more than 40 years, has attended dozens of international conferences, written three books and seen some 4000 patients with it. She estimates around 90 per cent of her current patients have ME/CFS, with the two most common age brackets people in their mid-teens or early thirties."
"1584588174-355","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","All age groups and social classes are affected – although it is rare for under 7-year-olds and over 60-year-olds to receive a diagnosis of ME/CFS. The most common age of onset is between early twenties and mid-forties in adults - and between 13 and 15 in children. It predominantly affects women and girls. Research indicates that around 85 percent of cases develop after a viral illness and it’s also believed there is a genetic component to ME/CFS, which would explain why some families, like Teresa’s, can have multiple sufferers."
"1584588169-147","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“He was starting to lose hope that he would ever pay off the loan,” the colleague said. “He would be paying off $800 a month interest if he moved back to Slovakia. His concerns about money were getting worse. His only option was to go to war, but there was a 70 percent chance that he would be killed. He said Eva had left him and he couldn’t afford to live in New Zealand without her.”"
"1584588171-297","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","***"
"1584588165-55","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","But has locking more people up for longer periods of time actually made us safer? A survey suggests New Zealanders don’t think so."
"1584588169-229","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“It’s the biggest thing that will ever happen to them. And rightly so. Taking someone’s life is a big deal.”"
"1584588169-228","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“Everything is happening all at once for them. Then it all goes away and everyone forgets about it until the next enquiry. The constant reliving of that moment in Myers Park, it brings the trauma back. Not just for them, but for their families, their partners. The partners would read about it in the papers, hear it on the news."
"1584588176-390","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Their birth nations may be vastly different, but the effect of moving as a child will likely have a similar impact on their identity. Dr Jane YeonJae Lee, a research fellow at Singapore Management University, studied 1.5 generation Korean New Zealanders during her doctoral studies at The University of Auckland.  ""1.5 generation are the most ambiguous group in terms of how they identify themselves and where they find their sense of belonging,"" she says."
"1584588165-36","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Is he right?"
"1584588169-196","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Cerven walked up a grassy slope, and into the shadows cast by a stand of trees. It was 7.38pm. He was off the phone. Police were watching him via CCTV cameras installed in the park."
"1584588171-337","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","A few years ago, the Catholic University of America published a study that found looking at architecture could be as potent as meditation or prayer."
"1584588165-32","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","The government listened, and changed the law, making it harder for violent offenders to be released back into the community."
"1584588165-43","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Law and order had become the dominant election issue, and before the Labour government was re-elected, Justice Minister Phil Goff introduced the Sentencing and Parole Reform Bill. The day before details of the bill were released, Goff called Norm Withers to tell him of the proposals it made. The bill’s explanatory notes said the legislation addressed concerns raised by the referendum."
"1584588176-406","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Eventually Lee found her place in New Zealand, partly thanks to social media. “I found my sense of belonging through talking to a bunch of people, groups that are about being a diaspora, being an in-between generation, navigating the arts industry as an Asian woman … In that sense social media has been key in getting these disparate people to reach out to each other and finding solidarity in our shared experiences. It’s not in anyway very radical, but it’s something I wish I had more of when I was growing up.”"
"1584588165-61","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Asked how many times he’s been to prison, Taito leans back, looks at the ceiling and softly counts to himself: “Two, three, four, five, sss-oh yeah, six, if you count Owairaka. Which I do, because lockup is lockup to me.” Owairaka is Owairaka Boys’ Home, where he was sent as a ward of the state, as a 14-year-old. He’d started to run away from home as a 12-year-old to escape the beatings doled out by his strict father."
"1584588171-253","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Look up, Wellington. You’ll see a building that is the last of its kind, stubbornly clinging to its place in a world that no longer values its presence."
"1584588171-251","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","For six years, the towering Gordon Wilson Flats have sat empty and decaying, as its owner has fought to demolish the heritage-listed building. Now it hopes it can end the impasse by capturing the building in virtual reality before knocking it down. Max Towle reports."
"1584588171-264","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","On an overcast day, standing next to a chain-link steel fence adorned with ‘warning’ placards, urban historian Ben Schrader grudgingly accepts the Gordon Wilson Flats could, and perhaps should, be described as “ugly”."
"1584588169-115","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","He began kickboxing in his early teens, and soon came to excel at the sport. He dreamed of moving to the United States and when he finished school in July 2012, he visited Vancouver, Canada, to train."
"1584588165-60","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Fa’afete Taito spills out of the chair he is sitting in at a West Auckland garden centre cafe. He is an immense man, in his mid-50s, with neatly trimmed hair and a beard that is white at the chin. He speaks so softly it’s hard to hear him over the cafe’s racket."
"1584588165-46","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","But in July 2006, having served 14 years of a life sentence for killing lighting technician Paul Anderson, Graeme Burton - a colossal man at 2 metres tall and 111kg - was paroled to the Wellington home of his biological mother, a woman he barely knew."
"1584588169-141","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On the surface everything seemed good. “As far as I could tell, they were very happy with each other,” Murray tells the inquest."
"1584588171-335","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","But she is unsure whether to keep fighting the university: “The Architecture Centre is a small group with limited funds. We might have to hope we’ve already done the work to demonstrate why the flats needs to be saved.”"
"1584588165-62","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Thus began Taito’s life as a career criminal. Some of the boys at Owairaka taught him to rob houses and steal cars. He was about 16 when he was sent to Waikeria Prison for burglary and assault. At 17, he spent three months in the Mt Eden prison basement. He says the area had 12 cells, each shared by eight to 10 adult prisoners. By this time, Taito was involved with gangs. In prison they were all there - the Mongrel Mob, the Head Hunters, the Highway 61s, the Filthy Few, the Hell’s Angels and the King Cobras. He says you learnt quickly who to stay away from once you were inside. You learnt to look after yourself, you learnt new ways to survive."
"1584588171-296","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The court said, “It seems to us that in a time of apparent scarcity of social housing in Wellington and the increase in the level of homelessness … great care should be taken before demolition.”"
"1584588169-172","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","After he fled the Glenfield house, calls and text messages to his phone went unanswered. Vyrvova told Judith she was scared that Cerven would kill himself."
"1584588176-412","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","But there are so many hilarious and wonderful parts of being 1.5 generation too. Like the other week at home, I saw the full moon at dinner and told my family in Korean to ‘look at the moon’. They all turned to look at the front door in the lounge and then we all stared at each other confused. A few seconds later, we were cracking up laughing: ‘Moon’ means ‘door’ in Korean."
"1584588169-210","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","After searching the park, Vyrvova, Murray and Judith had returned to Glenfield."
"1584588178-439","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","The tests and checks help them find the right people, she says but like Simpson she would never rule people out on psychometric testing alone. “It’s pretty rare that the results of the psychometric testing would say ‘Do not hire this person’ – I’ve encountered that maybe twice in the seven years I’ve worked with the company."
"1584588180-463","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","I’m heading out to training right now. It’s the first time I’ve ever competed in the World Hip-Hop Championship. Dancing with, like, 40 people on stage is insane. You’ve got to organise formations, transitions, making sure you’re not hitting anyone, looking all the same."
"1584588165-37","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","***"
"1584588176-409","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","As a child, Wang quickly found how she spoke could affect how people treated her. “Speaking with a Kiwi accent is a powerful tool. When people think you’re a fob, you’re invisible, insignificant, dumb and I learnt that pretty fast as a kid. Then I speak and suddenly people treat me differently. But I’m also not just a Kiwi either, I’m both - [I have] my Taiwanese and my New Zealand background.”"
"1584588171-303","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Why can’t the university make use of it, Schrader asks. “This is a university that’s trying to attract and accommodate students, I would have thought this building would be ideal.”"
"1584588165-72","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","In prison, he’d done the rehabilitation programmes, got his welding ticket, learnt to operate a crane. But he’d been a criminal for 40 years. He had no formal education. He couldn’t see the way forward. He went back inside."
"1584588165-68","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","He says many current prisoners are “lower level” repeat offenders who have issues with drugs and alcohol, or mental health, that have never been addressed. “With a bit of effort and a bit of time, we can actually make change, we can stop them offending and we can keep the community safer from them.” At present, this is not what’s happening. Little says recidivism rates show the system is ineffective."
"1584588178-435","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","***"
"1584588171-307","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","McCarthy says the university is paying for a bad assumption. “I would assume the university isn’t a naive property developer, but it knew the risks. It knew it was buying a heritage building. It knew the building needed a lot of work yet went ahead with the assumption it would be able demolish it,” she says."
"1584588174-360","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Despite the World Health Organisation recognising ME/CFS as a neurological illness since 1969, there is still a great deal of misunderstanding surrounding the condition. Until recently, many in the medical profession believed it was an illness with a psychological basis. A figment of the patient’s imagination. Hysteria. Although this diagnosis may have been, in part, because ME/CFS patients do not show major disturbances in their blood work, there is an uneasy familiarity to that narrative given that the vast majority of sufferers are female."
"1584588178-449","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","People always have to consent to having body samples taken, which includes testing for drugs. “But it’s a grey area where the person doesn’t have to consent, but if they don’t, they can’t go for the job. The feedback we’re hearing is that it disproportionately hits younger people in lower-skilled jobs.”"
"1584588162-1","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","They're thought of as the scourge of the internet, but Aimie Cronin finds trolls aren't always dangerous and, in fact, can sometimes be helpful."
"1584588169-197","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","The lights in the courtroom are turned off, and a grainy video showing the man in an orange raincoat is played on a TV set wheeled in on a trolley."
"1584588169-179","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“You don’t understand, I’ve ruined everything.”"
